1|1|77151
2|2|77772
0|2|77911
2|1|78148
1|1|78998
2|0|79273
0|0|79571
0|0|80120
2|0|80302
1|1|80562
0|2|81399
0|0|81652
2|1|81972
2|2|82550
2|0|82734
0|1|83018
2|0|83759
1|0|84094
0|0|84374
0|1|84575
0|2|84751
1|2|84961
2|2|85115
2|1|85292
2|0|85542
1|0|85722
1|1|86011
2|2|86196
1|2|86445
0|2|86616
0|1|86815
0|0|87375
1|0|87500
2|1|87881
2|1|88567
2|2|88860
1|2|89066
0|2|89771
1|1|89916
0|1|90209
0|0|91013
1|0|91211
2|1|91567
2|2|92205
1|2|92349
1|1|92657
1|0|93382
0|0|93690
0|1|94001
1|1|94555
2|2|95177
0|2|95807
2|0|95949
0|0|96097
2|2|96263
1|1|96394
1|1|96966
0|0|97139
1|0|97419
2|0|98422
2|2|98675
1|2|99379
0|2|99547
1|1|99845
0|1|100572
0|2|100879
0|2|101187
0|2|101786
1|2|101949
2|2|102246
2|2|102976
2|1|103287
2|0|103562
0|0|104146
0|1|104793
2|2|105403
2|1|105936
2|0|106538
2|1|106698
2|2|107046
1|1|108115
2|1|108370
2|0|108972
1|0|109129
0|0|109415
2|2|110150
1|2|110428
0|0|110765
0|1|111362
1|0|111534
2|2|111841
1|1|112528
1|2|112877
2|1|113203
2|0|113629
1|1|114291
1|0|115013
2|2|115623
1|2|116164
0|2|116386
1|1|116702
0|1|116974
2|0|117328
2|1|117604
0|0|118032
1|1|118456
1|1|118872
2|2|119178
2|0|119631
1|1|120346
2|0|120886
0|0|121100
1|1|121475
0|2|121840
0|0|122135
1|1|122446
1|1|123166
1|1|123834
1|1|124465
1|1|125118
0|2|125764
1|2|125937
1|1|126234
1|0|126581
2|0|126884
2|1|127440
1|1|128010
1|0|128670
2|0|129235
0|2|129982
0|0|130435
1|0|130579
1|1|130743
1|2|130990
1|1|131474
2|1|131656
2|0|132052
2|2|132392
2|2|132928
2|2|133522
1|2|133868
2|0|134164
1|0|134485
0|0|134755
0|1|135163
1|1|135490
2|1|136300
1|2|136629
0|2|137200
1|1|137607
2|0|138061
1|1|138668
2|1|139257
2|0|139587
1|1|140038
1|0|140398
0|1|140900
0|2|141607
1|2|141754
0|1|142004
0|0|142462
2|2|142910
1|1|143480
2|0|143701
2|1|143994
1|0|144350
2|1|144965
1|2|145233
1|0|146184
0|1|146486
1|1|146825
2|0|147372
1|0|147580
0|1|147906
0|2|148212
1|2|148433
2|1|148786
2|0|149080
1|1|149797
0|1|150006
1|0|150942
2|0|151265
2|2|151630
2|1|152223
1|1|152847
2|0|153366
2|1|153998
2|0|154558
1|0|154681
1|1|154934
0|2|155422
0|1|156355
0|2|156912
1|2|157037
1|1|157292
2|0|157722
2|1|158184
0|1|158449
1|2|158776
2|0|159378
0|0|159535
2|1|159847
1|2|160384
0|2|160843
0|1|161162
1|2|161375
0|0|161600
1|1|161768
2|2|161982
2|1|162325
1|0|162547
2|0|162835
1|1|163148
2|2|163401
2|0|163556
2|1|164034
1|1|164179
0|0|164657
1|2|165986
0|0|166523
0|2|166694
1|2|167021
1|0|167775
1|2|168066
2|2|168382
0|2|168977
0|1|169126
1|0|169412
2|2|169812
1|2|169980
0|2|170184
0|1|170338
0|0|170521
1|0|170759
2|0|170932
2|1|171152
2|1|171340
2|1|171581
1|1|171777
1|2|171943
2|2|172188
2|0|172565
1|0|172678
1|1|172868
0|1|173033
0|2|173193
1|2|173778
1|1|173911
0|1|174191
0|2|174974
1|1|175306
1|0|175549
2|0|176155
2|1|176285
0|2|176637
2|1|177391
0|2|177640
0|0|177948
1|2|178624
1|2|178763
0|0|179094
2|1|180049
1|2|180280
0|1|180558
1|0|180810
2|0|180978
2|2|181265
0|2|181415
0|0|181550
2|0|181706
1|1|181938
1|1|182118
0|2|182290
2|2|182598
1|1|182774
2|0|183362
0|0|183494
1|1|183706
1|1|184013
1|1|184592
0|2|184894
0|1|185108
2|0|185774
2|1|185921
1|1|186203
1|2|187009
1|2|187210
0|0|187563
2|2|188200
2|1|188342
1|1|188742
0|1|189400
0|0|189649
0|0|189995
0|0|190186
0|0|190394
2|1|190538
2|1|190710
0|1|191011
0|1|191187
1|1|191499
1|2|191776
2|1|192122
2|2|192379
1|0|192856
2|1|193210
0|2|193601
0|2|194032
2|2|194528
1|0|194762
0|1|195151
1|1|195572
1|1|195975
1|1|196545
2|2|196932
2|1|197197
1|1|197533
0|0|198010
0|2|198570
2|2|198958
1|1|199256
1|1|199549
0|1|199890
1|0|200234
2|2|200761
2|0|201344
1|0|201666
1|0|201939
1|2|202607
1|2|202858
0|2|203160
2|2|203842
2|1|204105
1|1|204416
0|1|204966
0|2|205273
1|2|205433
2|2|205895
2|1|206094
2|0|206380
1|0|206667
1|2|207400
1|0|208063
2|1|208568
1|1|208987
0|1|209443
2|1|209835
2|2|209982
1|2|210175
0|2|210356
0|1|210507
0|0|210688
1|0|210873
2|0|211060
2|1|211270
2|2|211485
1|1|211661
1|1|211874
1|1|212074
1|1|212373
1|1|212782
1|1|213207
1|1|213583
1|1|214282
1|1|214954
1|1|215759
1|1|216649
